ADATE,Year,Month,Day,Anamolytype,Anamoly,Kp,ap,Date
1991-02-15,1991,2,15,UNK,1,2.083375,8.875,1991-02-15
1991-02-16,1991,2,16,NA,0,1.25,4.75,1991-02-16
1991-02-17,1991,2,17,UNK,1,0.916625,3.75,1991-02-17
1991-02-18,1991,2,18,UNK,1,0.8752500000000001,3.625,1991-02-18
1991-02-19,1991,2,19,UNK,1,1.833375,7.875,1991-02-19
1991-02-20,1991,2,20,UNK,1,1.625,6.5,1991-02-20
1991-02-21,1991,2,21,NA,0,2.000125,8.25,1991-02-21
1991-02-22,1991,2,22,NA,0,2.75,13.75,1991-02-22
1991-02-23,1991,2,23,UNK,1,3.500125,20.875,1991-02-23
1991-02-24,1991,2,24,NA,0,1.54175,5.875,1991-02-24
1991-02-25,1991,2,25,NA,0,2.29175,10.625,1991-02-25
1991-02-26,1991,2,26,UNK,1,2.0,7.625,1991-02-26
1991-02-27,1991,2,27,NA,0,2.125125,9.125,1991-02-27
1991-02-28,1991,2,28,NA,0,3.29175,18.0,1991-02-28
1991-03-01,1991,3,1,NA,0,2.75,12.75,1991-03-01
1991-03-02,1991,3,2,UNK,1,2.249875,9.375,1991-03-02
1991-03-03,1991,3,3,UNK,1,1.625,6.375,1991-03-03
1991-03-04,1991,3,4,NA,0,2.083375,9.125,1991-03-04
1991-03-05,1991,3,5,NA,0,3.583375,22.5,1991-03-05
1991-03-06,1991,3,6,UNK,1,3.66675,24.125,1991-03-06
1991-03-07,1991,3,7,NA,0,3.791625,24.5,1991-03-07
1991-03-08,1991,3,8,NA,0,3.16675,17.125,1991-03-08
1991-03-09,1991,3,9,UNK,1,3.75,24.625,1991-03-09
1991-03-10,1991,3,10,UNK,1,2.875,21.0,1991-03-10
1991-03-11,1991,3,11,NA,0,1.1665,4.5,1991-03-11
1991-03-12,1991,3,12,NA,0,3.125,17.0,1991-03-12
1991-03-13,1991,3,13,UNK,1,3.1665,26.875,1991-03-13
1991-03-14,1991,3,14,UNK,1,1.66675,7.125,1991-03-14
1991-03-15,1991,3,15,NA,0,1.375,5.75,1991-03-15
1991-03-16,1991,3,16,NA,0,1.5835,7.875,1991-03-16
1991-03-17,1991,3,17,NA,0,2.791625,13.375,1991-03-17
1991-03-18,1991,3,18,NA,0,1.708375,9.0,1991-03-18
1991-03-19,1991,3,19,UNK,1,2.5,12.375,1991-03-19
1991-03-20,1991,3,20,NA,0,2.458375,11.625,1991-03-20
1991-03-21,1991,3,21,NA,0,3.25,26.5,1991-03-21
1991-03-22,1991,3,22,NA,0,3.29175,20.0,1991-03-22
1991-03-23,1991,3,23,NA,0,2.4585,11.0,1991-03-23
1991-03-24,1991,3,24,SEU,1,6.75,160.875,1991-03-24
1991-03-25,1991,3,25,NA,0,6.625125,130.125,1991-03-25
1991-03-26,1991,3,26,UNK,1,6.5,113.875,1991-03-26
1991-03-27,1991,3,27,UNK,1,4.25,31.25,1991-03-27
1991-03-28,1991,3,28,UNK,1,3.29175,19.875,1991-03-28
1991-03-29,1991,3,29,NA,0,1.08325,4.375,1991-03-29
1991-03-30,1991,3,30,UNK,1,3.749875,25.875,1991-03-30
1991-03-31,1991,3,31,NA,0,2.000125,9.25,1991-03-31
1991-04-01,1991,4,1,UNK,1,4.041625,29.125,1991-04-01
1991-04-02,1991,4,2,UNK,1,3.583375,21.625,1991-04-02
1991-04-03,1991,4,3,NA,0,4.416625,36.875,1991-04-03
1991-04-04,1991,4,4,NA,0,4.625125,50.125,1991-04-04
1991-04-05,1991,4,5,SEU,1,3.0,15.375,1991-04-05
1991-04-06,1991,4,6,UNK,1,2.79175,13.75,1991-04-06
1991-04-07,1991,4,7,SEU,1,2.416625,10.5,1991-04-07
1991-04-08,1991,4,8,SEU,1,1.58325,5.75,1991-04-08
1991-04-09,1991,4,9,SEU,1,2.33325,10.0,1991-04-09
1991-04-10,1991,4,10,SEU,1,1.958375,7.875,1991-04-10
1991-04-11,1991,4,11,SEU,1,1.25,4.75,1991-04-11
1991-04-12,1991,4,12,UNK,1,2.541625,12.625,1991-04-12
1991-04-13,1991,4,13,UNK,1,1.374875,5.125,1991-04-13
1991-04-14,1991,4,14,UNK,1,1.625,5.875,1991-04-14
1991-04-15,1991,4,15,NA,0,1.583375,5.875,1991-04-15
1991-04-16,1991,4,16,UNK,1,1.291625,5.25,1991-04-16
1991-04-17,1991,4,17,NA,0,2.666625,13.125,1991-04-17
1991-04-18,1991,4,18,NA,0,2.625,12.5,1991-04-18
1991-04-19,1991,4,19,NA,0,2.666625,13.625,1991-04-19
1991-04-20,1991,4,20,NA,0,0.958375,3.875,1991-04-20
1991-04-21,1991,4,21,NA,0,1.625,6.25,1991-04-21
1991-04-22,1991,4,22,UNK,1,2.000125,8.25,1991-04-22
1991-04-23,1991,4,23,NA,0,1.83325,7.875,1991-04-23
1991-04-24,1991,4,24,NA,0,2.33325,11.375,1991-04-24
1991-04-25,1991,4,25,UNK,1,2.916625,16.875,1991-04-25
1991-04-26,1991,4,26,NA,0,2.416625,12.25,1991-04-26
1991-04-27,1991,4,27,NA,0,3.58325,23.75,1991-04-27
1991-04-28,1991,4,28,SEU,1,4.208375,33.125,1991-04-28
1991-04-29,1991,4,29,SEU,1,5.29175,59.0,1991-04-29
1991-04-30,1991,4,30,SEU,1,4.25,33.625,1991-04-30
1991-05-01,1991,5,1,SEU,1,3.958375,27.375,1991-05-01
1991-05-02,1991,5,2,SEU,1,4.791625,44.625,1991-05-02
1991-05-03,1991,5,3,UNK,1,3.000125,15.625,1991-05-03
1991-05-04,1991,5,4,UNK,1,2.166625,9.0,1991-05-04
1991-05-05,1991,5,5,UNK,1,1.41675,5.375,1991-05-05
1991-05-06,1991,5,6,SEU,1,1.25,4.75,1991-05-06
1991-05-07,1991,5,7,UNK,1,1.5,5.625,1991-05-07
1991-05-08,1991,5,8,NA,0,2.25,10.0,1991-05-08
1991-05-09,1991,5,9,NA,0,2.458375,12.125,1991-05-09
1991-05-10,1991,5,10,NA,0,2.25,9.375,1991-05-10
1991-05-11,1991,5,11,NA,0,0.79175,3.375,1991-05-11
1991-05-12,1991,5,12,NA,0,1.041625,4.125,1991-05-12
1991-05-13,1991,5,13,NA,0,3.666625,27.125,1991-05-13
1991-05-14,1991,5,14,NA,0,4.000125,33.375,1991-05-14
1991-05-15,1991,5,15,NA,0,1.875125,7.875,1991-05-15
1991-05-16,1991,5,16,NA,0,2.2915,14.625,1991-05-16
1991-05-17,1991,5,17,UNK,1,3.70825,35.375,1991-05-17
1991-05-18,1991,5,18,NA,0,0.833375,3.5,1991-05-18
1991-05-19,1991,5,19,UNK,1,0.999875,4.125,1991-05-19
1991-05-20,1991,5,20,UNK,1,0.9165,3.75,1991-05-20
1991-05-21,1991,5,21,UNK,1,1.7085,7.25,1991-05-21
1991-05-22,1991,5,22,UNK,1,3.125,16.75,1991-05-22
1991-05-23,1991,5,23,NA,0,3.4585,21.125,1991-05-23
1991-05-24,1991,5,24,UNK,1,3.750125,26.125,1991-05-24
1991-05-25,1991,5,25,UNK,1,4.29175,35.125,1991-05-25
1991-05-26,1991,5,26,UNK,1,3.625,22.875,1991-05-26
1991-05-27,1991,5,27,NA,0,3.541875,21.375,1991-05-27
1991-05-28,1991,5,28,NA,0,4.04175,30.625,1991-05-28
1991-05-29,1991,5,29,NA,0,3.458375,22.375,1991-05-29
1991-05-30,1991,5,30,UNK,1,2.6665,12.125,1991-05-30
1991-05-31,1991,5,31,UNK,1,4.708375,52.125,1991-05-31
1991-06-01,1991,6,1,UNK,1,5.20825,74.25,1991-06-01
1991-06-02,1991,6,2,UNK,1,5.208375,60.375,1991-06-02
1991-06-03,1991,6,3,UNK,1,2.8748750000000003,15.5,1991-06-03
1991-06-04,1991,6,4,UNK,1,4.416625,57.75,1991-06-04
1991-06-05,1991,6,5,SEU,1,7.79175,196.5,1991-06-05
1991-06-06,1991,6,6,UNK,1,4.500249999999999,49.0,1991-06-06
1991-06-07,1991,6,7,UNK,1,3.875,27.125,1991-06-07
1991-06-08,1991,6,8,UNK,1,3.666625,26.5,1991-06-08
1991-06-09,1991,6,9,UNK,1,5.083375,58.25,1991-06-09
1991-06-10,1991,6,10,NA,0,6.416625,119.375,1991-06-10
1991-06-11,1991,6,11,SEU,1,6.041625,87.875,1991-06-11
1991-06-12,1991,6,12,UNK,1,5.416625,65.875,1991-06-12
1991-06-13,1991,6,13,NA,0,6.58325,119.75,1991-06-13
1991-06-14,1991,6,14,NA,0,1.875,8.0,1991-06-14
1991-06-15,1991,6,15,UNK,1,2.625,12.875,1991-06-15
1991-06-16,1991,6,16,UNK,1,1.25,4.75,1991-06-16
1991-06-17,1991,6,17,UNK,1,4.958375,67.375,1991-06-17
1991-06-18,1991,6,18,UNK,1,3.833375,25.5,1991-06-18
1991-06-19,1991,6,19,UNK,1,4.08325,28.25,1991-06-19
1991-06-20,1991,6,20,UNK,1,2.791625,14.0,1991-06-20
1991-06-21,1991,6,21,UNK,1,3.791625,24.75,1991-06-21
1991-06-22,1991,6,22,NA,0,3.291625,18.25,1991-06-22
1991-06-23,1991,6,23,UNK,1,4.750125,46.75,1991-06-23
1991-06-24,1991,6,24,UNK,1,4.166625,31.125,1991-06-24
1991-06-25,1991,6,25,UNK,1,3.791625,24.125,1991-06-25
1991-06-26,1991,6,26,UNK,1,3.624875,21.875,1991-06-26
1991-06-27,1991,6,27,UNK,1,2.375125,10.25,1991-06-27
1991-06-28,1991,6,28,UNK,1,2.250125,9.125,1991-06-28
1991-06-29,1991,6,29,UNK,1,1.333375,5.0,1991-06-29
1991-06-30,1991,6,30,UNK,1,3.541625,21.375,1991-06-30
1991-07-01,1991,7,1,NA,0,2.41675,11.375,1991-07-01
1991-07-02,1991,7,2,UNK,1,3.41675,21.125,1991-07-02
1991-07-03,1991,7,3,UNK,1,4.0835,28.75,1991-07-03
1991-07-04,1991,7,4,UNK,1,2.500125,13.0,1991-07-04
1991-07-05,1991,7,5,NA,0,1.08325,4.25,1991-07-05
1991-07-06,1991,7,6,UNK,1,1.91675,8.125,1991-07-06
1991-07-07,1991,7,7,NA,0,1.708375,7.125,1991-07-07
1991-07-08,1991,7,8,UNK,1,4.833375,67.75,1991-07-08
1991-07-09,1991,7,9,UNK,1,6.333375,116.875,1991-07-09
1991-07-10,1991,7,10,UNK,1,3.08325,18.875,1991-07-10
1991-07-11,1991,7,11,UNK,1,3.375,20.5,1991-07-11
1991-07-12,1991,7,12,UNK,1,3.833375,27.625,1991-07-12
1991-07-13,1991,7,13,UNK,1,6.66675,133.875,1991-07-13
1991-07-14,1991,7,14,UNK,1,5.666625,75.0,1991-07-14
1991-07-15,1991,7,15,NA,0,2.4165,12.0,1991-07-15
1991-07-16,1991,7,16,UNK,1,3.0415,21.75,1991-07-16
1991-07-17,1991,7,17,UNK,1,4.5415,40.625,1991-07-17
1991-07-18,1991,7,18,UNK,1,3.291625,20.625,1991-07-18
1991-07-19,1991,7,19,UNK,1,4.5,39.5,1991-07-19
1991-07-20,1991,7,20,UNK,1,4.0,28.125,1991-07-20
1991-07-21,1991,7,21,NA,0,4.208375,32.0,1991-07-21
1991-07-22,1991,7,22,NA,0,3.625,22.625,1991-07-22
1991-07-23,1991,7,23,NA,0,2.791875,14.25,1991-07-23
1991-07-24,1991,7,24,ESD,1,1.79175,6.5,1991-07-24
1991-07-25,1991,7,25,NA,0,2.5,11.375,1991-07-25
1991-07-26,1991,7,26,UNK,1,1.208375,4.625,1991-07-26
1991-07-27,1991,7,27,NA,0,1.66675,7.875,1991-07-27
1991-07-28,1991,7,28,UNK,1,1.41675,6.0,1991-07-28
1991-07-29,1991,7,29,UNK,1,1.624875,6.0,1991-07-29
1991-07-30,1991,7,30,NA,0,1.999875,8.375,1991-07-30
1991-07-31,1991,7,31,UNK,1,1.541625,5.75,1991-07-31
1991-08-01,1991,8,1,UNK,1,3.791875,36.25,1991-08-01
1991-08-02,1991,8,2,SEU,1,4.916625,52.0,1991-08-02
1991-08-03,1991,8,3,UNK,1,4.58325,41.625,1991-08-03
1991-08-04,1991,8,4,SEU,1,4.708375,43.75,1991-08-04
1991-08-05,1991,8,5,UNK,1,4.166625,32.375,1991-08-05
1991-08-06,1991,8,6,UNK,1,3.95825,31.75,1991-08-06
1991-08-07,1991,8,7,UNK,1,2.583375,15.5,1991-08-07
1991-08-08,1991,8,8,UNK,1,2.416625,11.25,1991-08-08
1991-08-09,1991,8,9,UNK,1,2.95825,15.375,1991-08-09
1991-08-10,1991,8,10,UNK,1,2.083125,8.25,1991-08-10
1991-08-11,1991,8,11,SEU,1,3.66675,24.125,1991-08-11
1991-08-12,1991,8,12,NA,0,4.958375,63.75,1991-08-12
1991-08-13,1991,8,13,NA,0,2.0,8.375,1991-08-13
1991-08-14,1991,8,14,NA,0,2.625125,18.625,1991-08-14
1991-08-15,1991,8,15,NA,0,4.499875,36.25,1991-08-15
1991-08-16,1991,8,16,NA,0,3.33325,18.75,1991-08-16
1991-08-17,1991,8,17,NA,0,3.4998750000000003,20.875,1991-08-17
1991-08-18,1991,8,18,NA,0,3.45825,25.75,1991-08-18
1991-08-19,1991,8,19,NA,0,5.250125,73.75,1991-08-19
1991-08-20,1991,8,20,NA,0,5.000125,66.625,1991-08-20
1991-08-21,1991,8,21,NA,0,4.416875,40.875,1991-08-21
1991-08-22,1991,8,22,UNK,1,4.5,47.5,1991-08-22
1991-08-23,1991,8,23,NA,0,2.5,13.25,1991-08-23
1991-08-24,1991,8,24,NA,0,2.458375,11.125,1991-08-24
1991-08-25,1991,8,25,NA,0,2.291625,9.625,1991-08-25
1991-08-26,1991,8,26,UNK,1,2.16675,8.5,1991-08-26
1991-08-27,1991,8,27,NA,0,3.875,36.875,1991-08-27
1991-08-28,1991,8,28,UNK,1,3.0,16.375,1991-08-28
1991-08-29,1991,8,29,NA,0,2.541625,13.625,1991-08-29
1991-08-30,1991,8,30,NA,0,4.625,49.25,1991-08-30
1991-08-31,1991,8,31,UNK,1,4.874875,51.5,1991-08-31
1991-09-01,1991,9,1,NA,0,4.9165,47.25,1991-09-01
1991-09-02,1991,9,2,UNK,1,3.6665,27.5,1991-09-02
1991-09-03,1991,9,3,UNK,1,2.9585,15.875,1991-09-03
1991-09-04,1991,9,4,UNK,1,2.583375,12.0,1991-09-04
1991-09-05,1991,9,5,NA,0,3.458375,21.25,1991-09-05
1991-09-06,1991,9,6,NA,0,2.83325,14.25,1991-09-06
1991-09-07,1991,9,7,NA,0,2.791625,14.5,1991-09-07
1991-09-08,1991,9,8,NA,0,3.45825,21.875,1991-09-08
1991-09-09,1991,9,9,NA,0,4.791625,49.0,1991-09-09
1991-09-10,1991,9,10,NA,0,4.20825,36.625,1991-09-10
1991-09-11,1991,9,11,UNK,1,3.49975,22.0,1991-09-11
1991-09-12,1991,9,12,UNK,1,2.16675,8.5,1991-09-12
1991-09-13,1991,9,13,SEU,1,2.708125,13.125,1991-09-13
1991-09-14,1991,9,14,UNK,1,3.874875,25.625,1991-09-14
1991-09-15,1991,9,15,UNK,1,2.0,9.125,1991-09-15
1991-09-16,1991,9,16,SEU,1,1.791625,6.625,1991-09-16
1991-09-17,1991,9,17,SEU,1,1.374875,5.125,1991-09-17
1991-09-18,1991,9,18,SEU,1,1.333375,5.625,1991-09-18
1991-09-19,1991,9,19,NA,0,2.3335,9.875,1991-09-19
1991-09-20,1991,9,20,NA,0,1.91675,8.5,1991-09-20
1991-09-21,1991,9,21,UNK,1,1.16675,4.625,1991-09-21
1991-09-22,1991,9,22,NA,0,1.874875,7.25,1991-09-22
1991-09-23,1991,9,23,NA,0,1.083375,4.25,1991-09-23
1991-09-24,1991,9,24,NA,0,1.7085,6.625,1991-09-24
1991-09-25,1991,9,25,NA,0,4.875125,49.875,1991-09-25
1991-09-26,1991,9,26,UNK,1,4.54175,36.875,1991-09-26
1991-09-27,1991,9,27,NA,0,4.916625,47.625,1991-09-27
1991-09-28,1991,9,28,UNK,1,4.625125,40.25,1991-09-28
1991-09-29,1991,9,29,NA,0,3.20825,18.375,1991-09-29
1991-09-30,1991,9,30,UNK,1,3.791625,24.125,1991-09-30
1991-10-01,1991,10,1,UNK,1,4.58325,54.0,1991-10-01
1991-10-02,1991,10,2,UNK,1,5.5,67.0,1991-10-02
1991-10-03,1991,10,3,UNK,1,3.33325,18.625,1991-10-03
1991-10-04,1991,10,4,UNK,1,4.20825,35.125,1991-10-04
1991-10-05,1991,10,5,NA,0,2.8335,15.125,1991-10-05
1991-10-06,1991,10,6,NA,0,3.2915,22.75,1991-10-06
1991-10-07,1991,10,7,NA,0,4.124875,32.5,1991-10-07
1991-10-08,1991,10,8,NA,0,4.500125,40.875,1991-10-08
1991-10-09,1991,10,9,NA,0,2.75,14.375,1991-10-09
1991-10-10,1991,10,10,NA,0,4.0,29.5,1991-10-10
1991-10-11,1991,10,11,NA,0,2.70825,12.5,1991-10-11
1991-10-12,1991,10,12,UNK,1,1.5835,5.875,1991-10-12
1991-10-13,1991,10,13,NA,0,1.958375,7.25,1991-10-13
1991-10-14,1991,10,14,NA,0,1.875125,7.75,1991-10-14
1991-10-15,1991,10,15,NA,0,1.375125,5.125,1991-10-15
1991-10-16,1991,10,16,NA,0,1.166625,4.5,1991-10-16
1991-10-17,1991,10,17,NA,0,1.6248749999999998,6.5,1991-10-17
1991-10-18,1991,10,18,NA,0,2.5,11.0,1991-10-18
1991-10-19,1991,10,19,NA,0,2.62475,11.875,1991-10-19
1991-10-20,1991,10,20,NA,0,3.5,21.5,1991-10-20
1991-10-21,1991,10,21,NA,0,3.875,27.625,1991-10-21
1991-10-22,1991,10,22,NA,0,3.58325,22.5,1991-10-22
1991-10-23,1991,10,23,UNK,1,3.25,21.5,1991-10-23
1991-10-24,1991,10,24,NA,0,3.66675,22.875,1991-10-24
1991-10-25,1991,10,25,UNK,1,4.54175,37.75,1991-10-25
1991-10-26,1991,10,26,UNK,1,4.249875,31.5,1991-10-26
1991-10-27,1991,10,27,UNK,1,4.999875,50.0,1991-10-27
1991-10-28,1991,10,28,UNK,1,6.08325,97.875,1991-10-28
1991-10-29,1991,10,29,UNK,1,6.666625,127.875,1991-10-29
1991-10-30,1991,10,30,UNK,1,4.0835,33.5,1991-10-30
1991-10-31,1991,10,31,UNK,1,5.20825,59.125,1991-10-31
1991-11-01,1991,11,1,NA,0,6.1665,109.0,1991-11-01
1991-11-02,1991,11,2,NA,0,4.08325,41.125,1991-11-02
1991-11-03,1991,11,3,NA,0,3.125,17.125,1991-11-03
1991-11-04,1991,11,4,NA,0,4.29175,37.625,1991-11-04
1991-11-05,1991,11,5,UNK,1,3.749875,26.75,1991-11-05
1991-11-06,1991,11,6,UNK,1,3.166625,18.5,1991-11-06
1991-11-07,1991,11,7,NA,0,2.625,11.75,1991-11-07
1991-11-08,1991,11,8,NA,0,5.416875,97.75,1991-11-08
1991-11-09,1991,11,9,NA,0,6.4165,119.125,1991-11-09
1991-11-10,1991,11,10,NA,0,3.5835,21.75,1991-11-10
1991-11-11,1991,11,11,NA,0,3.25,20.5,1991-11-11
1991-11-12,1991,11,12,NA,0,2.208375,10.375,1991-11-12
1991-11-13,1991,11,13,NA,0,2.625125,13.0,1991-11-13
1991-11-14,1991,11,14,NA,0,3.20825,18.0,1991-11-14
1991-11-15,1991,11,15,NA,0,4.041625,29.625,1991-11-15
1991-11-16,1991,11,16,NA,0,3.83325,25.0,1991-11-16
1991-11-17,1991,11,17,NA,0,3.583375,22.125,1991-11-17
1991-11-18,1991,11,18,NA,0,4.124875,29.75,1991-11-18
1991-11-19,1991,11,19,NA,0,5.25,55.75,1991-11-19
1991-11-20,1991,11,20,NA,0,3.2085,18.0,1991-11-20
1991-11-21,1991,11,21,NA,0,5.250249999999999,64.875,1991-11-21
1991-11-22,1991,11,22,NA,0,4.916625,56.625,1991-11-22
1991-11-23,1991,11,23,NA,0,4.29175,33.125,1991-11-23
1991-11-24,1991,11,24,NA,0,2.9165,14.375,1991-11-24
1991-11-25,1991,11,25,SEU,1,2.4998750000000003,11.125,1991-11-25
1991-11-26,1991,11,26,SEU,1,1.791625,7.625,1991-11-26
1991-11-27,1991,11,27,SEU,1,1.875,7.125,1991-11-27
1991-11-28,1991,11,28,SEU,1,2.166625,9.875,1991-11-28
1991-11-29,1991,11,29,SEU,1,2.8748750000000003,16.0,1991-11-29
1991-11-30,1991,11,30,SEU,1,2.666625,13.0,1991-11-30
1991-12-01,1991,12,1,SEU,1,2.375,9.75,1991-12-01
1991-12-02,1991,12,2,NA,0,3.25,18.125,1991-12-02
1991-12-03,1991,12,3,NA,0,2.70825,12.5,1991-12-03
1991-12-04,1991,12,4,NA,0,2.958375,14.75,1991-12-04
1991-12-05,1991,12,5,NA,0,2.125125,8.75,1991-12-05
1991-12-06,1991,12,6,NA,0,1.291625,4.875,1991-12-06
1991-12-07,1991,12,7,NA,0,1.583375,6.125,1991-12-07
1991-12-08,1991,12,8,NA,0,1.833125,7.5,1991-12-08
1991-12-09,1991,12,9,NA,0,2.16675,9.75,1991-12-09
1991-12-10,1991,12,10,NA,0,2.958125,15.25,1991-12-10
1991-12-11,1991,12,11,NA,0,2.750125,14.0,1991-12-11
1991-12-12,1991,12,12,NA,0,2.7085,13.375,1991-12-12
1991-12-13,1991,12,13,NA,0,3.0,15.375,1991-12-13
1991-12-14,1991,12,14,NA,0,3.125,16.875,1991-12-14
1991-12-15,1991,12,15,UNK,1,1.625,6.625,1991-12-15
1991-12-16,1991,12,16,NA,0,3.041625,20.25,1991-12-16
1991-12-17,1991,12,17,NA,0,4.416375,35.25,1991-12-17
1991-12-18,1991,12,18,NA,0,2.500125,12.0,1991-12-18
1991-12-19,1991,12,19,NA,0,2.541625,12.875,1991-12-19
1991-12-20,1991,12,20,NA,0,2.166625,9.625,1991-12-20
1991-12-21,1991,12,21,NA,0,3.91675,27.0,1991-12-21
1991-12-22,1991,12,22,NA,0,1.541625,6.25,1991-12-22
1991-12-23,1991,12,23,UNK,1,2.916625,14.375,1991-12-23
1991-12-24,1991,12,24,NA,0,2.2498750000000003,10.25,1991-12-24
1991-12-25,1991,12,25,NA,0,1.708375,6.875,1991-12-25
1991-12-26,1991,12,26,NA,0,2.08325,8.625,1991-12-26
1991-12-27,1991,12,27,NA,0,4.208375,35.75,1991-12-27
1991-12-28,1991,12,28,NA,0,3.5835,23.375,1991-12-28
1991-12-29,1991,12,29,NA,0,3.95825,28.875,1991-12-29
1991-12-30,1991,12,30,NA,0,2.91675,16.0,1991-12-30
1991-12-31,1991,12,31,NA,0,2.16675,9.375,1991-12-31
1992-01-01,1992,1,1,NA,0,2.583375,11.625,1992-01-01
1992-01-02,1992,1,2,NA,0,3.333375,22.25,1992-01-02
1992-01-03,1992,1,3,NA,0,3.083375,16.125,1992-01-03
1992-01-04,1992,1,4,NA,0,3.041625,16.0,1992-01-04
1992-01-05,1992,1,5,NA,0,2.708125,12.5,1992-01-05
1992-01-06,1992,1,6,UNK,1,2.7498750000000003,13.375,1992-01-06
1992-01-07,1992,1,7,NA,0,2.1248750000000003,8.125,1992-01-07
1992-01-08,1992,1,8,NA,0,3.125,16.375,1992-01-08
1992-01-09,1992,1,9,NA,0,1.5,6.625,1992-01-09
1992-01-10,1992,1,10,NA,0,2.833375,13.75,1992-01-10
1992-01-11,1992,1,11,NA,0,3.791625,26.25,1992-01-11
1992-01-12,1992,1,12,NA,0,3.624875,22.375,1992-01-12
1992-01-13,1992,1,13,UNK,1,3.8335,26.875,1992-01-13
1992-01-14,1992,1,14,NA,0,3.4998750000000003,20.875,1992-01-14
1992-01-15,1992,1,15,NA,0,3.083375,17.5,1992-01-15
1992-01-16,1992,1,16,NA,0,3.666625,26.625,1992-01-16
1992-01-17,1992,1,17,NA,0,2.416625,10.0,1992-01-17
1992-01-18,1992,1,18,NA,0,1.625,7.0,1992-01-18
1992-01-19,1992,1,19,NA,0,1.583375,5.875,1992-01-19
1992-01-20,1992,1,20,UNK,1,2.875,14.125,1992-01-20
1992-01-21,1992,1,21,NA,0,1.625,7.25,1992-01-21
1992-01-22,1992,1,22,NA,0,1.708375,7.375,1992-01-22
1992-01-23,1992,1,23,NA,0,1.04175,4.125,1992-01-23
1992-01-24,1992,1,24,NA,0,0.958375,3.875,1992-01-24
1992-01-25,1992,1,25,NA,0,1.083375,4.5,1992-01-25
1992-01-26,1992,1,26,NA,0,1.5,6.875,1992-01-26
1992-01-27,1992,1,27,NA,0,3.333375,22.5,1992-01-27
1992-01-28,1992,1,28,NA,0,2.791625,14.125,1992-01-28
1992-01-29,1992,1,29,NA,0,2.916625,14.5,1992-01-29
1992-01-30,1992,1,30,NA,0,3.583375,21.625,1992-01-30
1992-01-31,1992,1,31,NA,0,2.91675,14.625,1992-01-31
1992-02-01,1992,2,1,NA,0,3.70825,28.75,1992-02-01
1992-02-02,1992,2,2,NA,0,5.125,56.25,1992-02-02
1992-02-03,1992,2,3,UNK,1,6.041875,91.75,1992-02-03
1992-02-04,1992,2,4,NA,0,3.666625,26.625,1992-02-04
1992-02-05,1992,2,5,NA,0,1.666625,6.875,1992-02-05
1992-02-06,1992,2,6,NA,0,1.75,6.875,1992-02-06
1992-02-07,1992,2,7,NA,0,2.875,17.125,1992-02-07
1992-02-08,1992,2,8,NA,0,4.54175,49.125,1992-02-08
1992-02-09,1992,2,9,NA,0,5.83325,79.25,1992-02-09
1992-02-10,1992,2,10,NA,0,3.666625,24.75,1992-02-10
1992-02-11,1992,2,11,NA,0,1.875,6.875,1992-02-11
1992-02-12,1992,2,12,NA,0,2.375125,10.625,1992-02-12
1992-02-13,1992,2,13,NA,0,2.083375,10.375,1992-02-13
1992-02-14,1992,2,14,NA,0,2.291625,9.625,1992-02-14
1992-02-15,1992,2,15,NA,0,1.041625,4.125,1992-02-15
1992-02-16,1992,2,16,NA,0,1.083125,4.25,1992-02-16
1992-02-17,1992,2,17,NA,0,2.833375,15.5,1992-02-17
1992-02-18,1992,2,18,NA,0,2.79175,13.875,1992-02-18
1992-02-19,1992,2,19,NA,0,2.75,12.75,1992-02-19
1992-02-20,1992,2,20,NA,0,5.416625,63.125,1992-02-20
1992-02-21,1992,2,21,NA,0,5.04175,69.25,1992-02-21
1992-02-22,1992,2,22,NA,0,3.83325,26.875,1992-02-22
1992-02-23,1992,2,23,NA,0,2.875,15.875,1992-02-23
1992-02-24,1992,2,24,NA,0,3.75,27.625,1992-02-24
1992-02-25,1992,2,25,NA,0,5.083375,55.125,1992-02-25
1992-02-26,1992,2,26,NA,0,4.875,64.875,1992-02-26
1992-02-27,1992,2,27,NA,0,5.25,60.5,1992-02-27
1992-02-28,1992,2,28,NA,0,1.875125,7.125,1992-02-28
1992-02-29,1992,2,29,NA,0,4.25,44.125,1992-02-29
1992-03-01,1992,3,1,NA,0,2.916625,16.125,1992-03-01
1992-03-02,1992,3,2,NA,0,2.666625,12.375,1992-03-02
1992-03-03,1992,3,3,NA,0,2.45825,11.0,1992-03-03
1992-03-04,1992,3,4,NA,0,2.708375,13.125,1992-03-04
1992-03-05,1992,3,5,NA,0,2.666625,12.25,1992-03-05
1992-03-06,1992,3,6,UNK,1,1.708375,8.25,1992-03-06
1992-03-07,1992,3,7,NA,0,2.208375,9.875,1992-03-07
1992-03-08,1992,3,8,NA,0,2.541625,11.375,1992-03-08
1992-03-09,1992,3,9,NA,0,3.666625,25.375,1992-03-09
1992-03-10,1992,3,10,NA,0,3.16675,16.75,1992-03-10
1992-03-11,1992,3,11,NA,0,3.375125,20.25,1992-03-11
1992-03-12,1992,3,12,UNK,1,2.5415,12.25,1992-03-12
1992-03-13,1992,3,13,NA,0,1.41675,5.875,1992-03-13
1992-03-14,1992,3,14,NA,0,1.04175,4.125,1992-03-14
1992-03-15,1992,3,15,NA,0,2.125,9.25,1992-03-15
